sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao,id
1,25,4,8,5,25,0,2,9.1,1158.73,1194332
2,47,6,99,10,40,0,10,92.6,8629.14,438050
2,46,6,2,6,44,0,5,47.9,1433.68,774258
1,37,5,8,7,6,0,5,15.9,434.91,1402319
1,27,4,2,6,44,0,2,108.9,1478.68,1225862
1,26,4,2,7,44,0,8,1.8,1239.29,114099
2,32,5,99,9,30,0,10,58.5,4467.23,954036
2,18,3,99,7,30,0,10,59.9,2138.58,1793008
2,34,5,99,9,40,0,10,113.5,4218.78,2450450
2,44,6,99,4,40,0,6,10.9,1138.45,2355177
2,36,5,8,7,44,0,6,12.8,1144.82,1758278
2,57,7,99,9,44,0,6,460.9,10703.79,935262
1,50,7,8,3,44,0,7,115.6,1518.12,8695
2,52,7,99,9,20,0,10,166.9,3947.16,2011153
1,37,5,8,7,44,0,3,17.7,1711.92,557047
1,22,3,4,7,44,0,8,5.9,1252.22,120519
1,36,5,9,7,44,0,3,13.4,1325.98,1357577
2,27,4,9,7,44,0,4,35.9,1075.94,2174769
1,34,5,99,7,44,0,10,11.6,2809.87,1409745
2,42,6,8,4,44,0,8,16.1,1330.66,179604
1,58,7,99,9,20,0,10,375.9,3255.43,1627156
1,48,6,8,7,38,0,10,147.5,6755.96,1512375
2,47,6,99,8,30,0,8,2.9,6593.5,900466
1,21,3,8,7,44,0,7,14.7,1189.7,1352474
1,25,4,8,7,36,0,4,40.5,1085.84,1013411
1,28,4,8,9,38,0,5,82.6,8923.98,1682760
1,19,3,8,7,44,0,8,7.5,1521.31,54708
2,28,4,9,7,44,0,3,0.9,1037.52,847009
1,53,7,9,7,44,0,2,74.9,2072.72,2132043
1,63,7,2,7,44,0,2,342.9,9164.2,583997
1,74,8,99,7,40,0,10,533.2,5577.0,1388897
1,38,5,9,7,44,0,6,6.9,2355.75,1400044
1,43,6,9,7,44,0,3,11.9,1377.22,76335
2,42,6,99,7,40,0,10,158.6,3288.85,1935884
2,42,6,8,7,44,0,3,79.9,730.13,1926385
1,35,5,99,9,44,0,10,9.9,1222.44,368133
2,43,6,99,9,44,0,10,175.9,2414.49,1980324
2,36,5,8,9,40,0,10,4.9,3860.12,949396
2,48,6,99,9,40,0,5,268.9,6145.3,1073826
2,21,3,8,9,44,0,8,6.4,1089.39,979649
1,37,5,9,7,44,0,4,11.6,1298.85,53009
2,32,5,99,9,30,0,10,36.9,11664.93,2023522
2,24,3,8,7,44,0,10,20.9,1459.3,878815
2,64,7,99,5,30,0,10,377.9,1636.73,1725826
1,34,5,8,7,44,0,10,2.3,1154.14,665192
2,55,7,99,9,40,0,10,76.6,3308.85,2075341
1,46,6,2,7,44,0,8,146.4,3633.79,1011131
1,49,6,99,9,25,0,10,199.4,3072.86,161956
2,37,5,8,9,6,0,5,71.5,2070.31,2034920
2,41,6,8,9,40,0,5,118.9,2615.9,2085250
2,60,7,4,7,36,0,10,149.2,2331.19,1946802
1,24,3,8,7,44,0,5,28.9,611.84,629597
2,16,2,8,6,44,0,2,2.3,879.0,2362464
2,66,8,99,7,30,0,10,441.0,6861.99,1821600
2,45,6,99,9,40,0,9,155.9,2099.69,2064921
1,40,6,6,7,44,0,2,107.9,1798.98,1378616
1,37,5,99,9,30,0,10,2.8,6120.35,705481
1,43,6,9,5,44,0,2,17.9,1039.89,1189026
2,29,4,99,5,36,0,9,99.5,1124.75,1729192
2,54,7,99,7,40,0,10,199.9,2489.37,1044160
2,48,6,99,9,25,0,10,195.6,3794.82,419647
1,32,5,6,7,44,0,7,9.9,1581.43,341113
1,36,5,99,5,30,0,10,138.9,1433.26,1202185
1,33,5,8,6,44,0,6,60.9,1618.62,485191
1,51,7,9,3,44,0,4,129.9,2434.34,1110063
1,41,6,99,9,40,0,10,66.2,27464.16,160324
2,31,5,2,9,42,0,2,37.8,3226.5,962632
1,33,5,8,6,22,0,2,21.9,914.14,1243895
2,48,6,99,10,30,0,10,220.1,5464.84,2092862
1,39,5,9,7,44,0,3,33.6,2012.45,2134864
2,26,4,8,9,40,0,7,21.4,1278.01,1072704
2,52,7,8,7,44,0,4,82.4,3590.23,862871
1,43,6,2,9,44,0,4,19.9,2915.06,1680169
1,32,5,8,7,44,0,6,10.8,4100.36,1535260
1,42,6,99,9,40,0,10,19.5,4746.99,2341496
1,31,5,8,7,44,0,8,61.9,2208.81,629153
1,23,3,8,6,44,0,7,11.5,1256.08,487861
1,43,6,99,9,36,0,10,153.6,23467.63,2337283
1,47,6,8,2,44,0,7,19.9,1348.15,1098594
2,46,6,8,5,36,0,4,125.6,1832.45,184805
1,39,5,99,9,30,0,10,33.2,10632.74,1664661
1,21,3,8,7,20,0,5,2.3,921.9,137452
2,36,5,8,7,44,0,3,60.9,1618.51,1944894
2,33,5,99,7,40,0,10,102.3,1917.72,1898906
2,49,6,8,7,44,0,3,46.9,1087.23,838361
2,43,6,99,9,40,0,10,142.5,8814.74,1060624
2,29,4,99,9,30,0,10,33.2,8585.7,916447
1,38,5,8,4,44,0,7,44.9,1421.02,1154205
2,60,7,99,9,20,0,10,38.3,3597.86,2019452
1,49,6,99,7,40,0,10,104.7,2551.97,87233
1,44,6,99,7,40,0,10,126.0,2797.87,96257
1,40,6,8,2,44,0,2,29.9,1061.36,1087380
1,31,5,99,9,30,0,10,18.4,1819.5,1686932
1,51,7,8,7,44,0,6,15.1,3398.23,652195
1,41,6,8,5,44,0,2,166.9,1978.84,1156352
1,36,5,8,3,44,0,8,72.5,2280.97,1105560
1,52,7,8,7,44,0,4,77.9,4384.88,2306916
1,28,4,8,7,44,0,6,4.8,1023.85,1392637
2,37,5,99,7,40,0,9,28.9,1102.66,2383366
1,45,6,9,9,40,0,7,167.9,25659.05,741705
1,38,5,8,7,44,0,9,28.4,1884.01,1565966
1,27,4,8,7,44,0,9,61.9,1581.97,1323743
1,42,6,2,8,44,0,5,4.9,1780.01,694744
1,27,4,8,7,44,0,6,49.2,5027.44,2321741
1,27,4,8,7,36,0,7,6.9,1293.72,1271352
1,44,6,8,7,44,0,9,3.9,3454.08,1558140
2,30,5,8,7,44,0,9,11.9,1153.2,1816318
2,35,5,8,7,44,0,5,27.4,1531.26,827542
1,50,7,8,7,13,0,7,80.9,1540.1,364233
1,38,5,8,7,44,0,7,9.6,3326.73,1588187
1,31,5,8,7,44,0,9,35.3,1904.36,607053
1,28,4,8,9,44,0,7,1.6,2988.13,1687577
1,28,4,8,7,44,0,4,87.9,1999.49,70535
2,45,6,99,7,36,0,10,33.9,1094.82,1856842
1,33,5,8,7,44,0,6,19.9,1736.65,1386876
1,42,6,8,7,44,0,10,89.9,1863.88,606827
2,48,6,99,9,40,0,10,104.1,5291.4,2447019
1,27,4,8,9,44,0,10,29.4,9138.22,1672297
2,62,7,99,9,40,0,10,165.9,589.36,2206634
1,51,7,99,9,30,0,10,357.3,9101.06,1649984
1,24,3,9,7,44,0,4,14.9,1002.28,1388451
1,19,3,2,7,44,0,4,5.8,1425.3,113761
2,25,4,8,7,36,0,3,31.8,1279.11,1938319
1,32,5,8,8,44,0,5,32.9,1200.15,366710
2,47,6,8,8,44,0,8,9.9,1073.7,1968623
1,34,5,8,7,44,0,5,26.8,2124.2,2116153
1,35,5,8,9,44,1,8,65.5,3787.92,704974
2,30,5,8,7,44,0,9,4.5,1597.56,898638
1,31,5,8,9,44,0,9,18.4,1976.18,168541
1,45,6,8,9,44,0,6,52.7,1643.24,2333846
2,33,5,8,9,44,0,3,47.9,4473.89,2077723
1,36,5,99,5,40,0,10,199.9,1801.41,987605
1,25,4,8,7,40,0,9,32.4,3669.32,658290
2,59,7,8,7,44,0,5,13.9,1155.78,1758438
1,26,4,9,7,44,0,4,16.5,2356.22,2314416
1,23,3,8,6,44,0,4,24.3,1687.82,40552
2,36,5,99,9,20,0,10,40.9,5806.16,2001052
1,39,5,9,7,36,0,8,188.9,1746.05,2107492
1,29,4,2,7,40,0,5,45.9,1215.43,1012232
1,52,7,99,9,40,0,9,352.9,3453.69,1629721
1,47,6,9,9,44,0,5,67.8,3470.04,2138393
1,48,6,99,9,30,0,10,64.8,4174.51,728063
2,24,3,9,7,44,0,5,26.5,1493.82,2383754
1,23,3,8,7,44,0,4,9.6,1960.29,2310110
1,47,6,8,9,44,1,9,20.5,1318.58,705829
2,39,5,99,9,40,0,9,90.1,4694.76,2446955
2,43,6,8,6,36,0,7,11.2,2439.54,2160642
2,54,7,8,7,36,0,8,83.9,1582.72,230093
2,32,5,99,10,40,0,10,66.3,9238.2,437903
2,30,5,8,7,44,0,5,47.9,1226.0,1910545
1,20,3,8,7,44,0,7,10.8,1458.29,1593634
2,40,6,8,7,44,0,4,135.9,1251.06,865040
1,39,5,2,4,42,0,5,0.2,301.43,1126178
1,42,6,99,7,30,0,9,80.9,2302.72,512778
2,28,4,2,7,44,0,5,88.9,1295.08,262793
2,52,7,99,9,30,0,10,113.7,2266.64,926758
1,35,5,99,5,40,0,10,40.6,3300.59,25396
1,44,6,8,7,44,0,8,125.5,1274.56,1467574
1,31,5,99,9,40,0,10,46.3,12540.63,730516
2,21,3,2,8,44,0,7,1.3,891.19,1964530
1,34,5,99,7,40,0,10,104.1,1692.59,83750
1,25,4,9,5,44,0,8,1.8,966.8,458792
1,34,5,8,7,42,0,7,3.0,1778.95,505364
1,56,7,6,2,40,0,10,11.9,1328.36,1095551
2,29,4,8,6,44,0,4,18.9,979.15,1747482
1,29,4,8,7,44,0,8,69.3,1935.13,634527
1,32,5,9,7,44,0,5,2.5,1479.49,1466387
1,41,6,9,7,44,0,5,12.6,1188.24,332601
1,39,5,8,5,44,0,6,43.2,1919.35,462632
1,32,5,99,9,30,0,10,77.0,2404.11,725454
2,33,5,4,9,44,0,5,1.4,970.29,1971704
1,45,6,8,7,37,0,7,166.8,9233.5,1536505
2,33,5,8,9,44,0,5,37.8,4523.54,436485
2,36,5,8,9,36,0,8,123.4,2157.12,2087852
1,41,6,2,7,44,0,7,40.9,1441.11,1554856
1,37,5,8,7,44,0,10,43.2,2365.88,681020
1,36,5,8,7,36,0,9,12.7,1582.7,514115
1,47,6,99,9,40,0,9,158.9,5181.84,1614096
2,45,6,99,7,44,0,10,164.1,2320.34,789404
1,45,6,99,9,20,0,10,89.7,3613.03,1630524
2,25,4,8,9,44,0,2,10.9,1404.12,920785
2,21,3,8,7,13,0,4,20.4,1356.92,1854593
1,30,5,9,6,44,0,4,18.9,1668.21,1247384
2,19,3,8,7,8,0,5,15.9,824.5,2394227
2,41,6,8,7,44,0,4,17.9,1136.74,400003
1,51,7,99,7,36,0,10,224.2,1791.11,2114195
1,28,4,8,10,44,0,3,30.9,1258.91,1691665
2,47,6,99,9,40,0,9,318.9,6141.8,2022795
1,51,7,99,9,20,0,9,67.5,1955.1,2336110
2,42,6,99,9,36,0,9,236.9,5215.03,2001484
1,27,4,8,7,44,0,6,4.6,1171.93,52943
1,40,6,8,7,44,0,4,3.5,1129.31,2262376
2,36,5,8,7,44,0,5,48.4,1838.45,1909924
1,36,5,8,9,30,0,10,5.9,21007.49,724544
1,54,7,99,9,40,0,10,306.7,10132.66,2150868
2,40,6,99,7,40,0,10,128.8,1868.94,1807165
1,37,5,99,7,44,0,9,204.9,1479.71,1335557
1,26,4,8,7,28,0,3,28.8,4296.5,1495403
1,37,5,4,5,44,0,10,89.2,2023.44,21157
1,33,5,4,9,33,0,3,18.8,1272.88,2337182
2,49,6,8,7,36,0,5,20.9,1658.24,1904553
1,41,6,99,7,30,0,10,59.9,2766.27,1302757
2,58,7,8,4,44,0,4,154.7,1284.68,2158432
1,41,6,6,7,44,0,7,19.0,1724.11,1487364
1,48,6,8,9,44,0,7,9.9,1067.57,165282
2,56,7,99,5,30,0,10,415.9,2839.91,1725161
2,46,6,8,7,44,0,6,283.9,2067.84,1932204
1,32,5,8,7,44,0,6,94.3,1908.75,594790
1,67,8,99,9,40,0,10,358.3,6018.69,155949
1,44,6,99,5,40,0,10,127.9,1369.53,457199
2,44,6,8,1,44,0,10,7.6,1035.45,1693132
2,26,4,8,9,44,0,5,44.9,1821.02,2053182
2,58,7,99,9,30,0,10,337.4,11189.76,925126
2,29,4,2,7,44,0,9,3.6,2010.06,1919556
2,44,6,9,7,40,0,10,20.9,1189.55,2384854
1,51,7,99,9,30,0,10,342.3,16801.75,1658154
1,59,7,99,7,40,0,9,10.9,1954.57,1296993
1,56,7,99,9,40,0,10,319.4,9059.85,2151703
2,50,7,99,9,35,0,8,287.9,22849.1,911404
1,32,5,8,7,44,0,8,16.7,1164.5,1535549
2,37,5,9,7,44,0,5,0.2,356.64,1892386
1,37,5,9,7,44,0,8,14.0,2997.71,2131178
1,40,6,8,3,22,0,10,62.8,952.85,1106903
1,48,6,2,9,40,0,10,19.8,12726.75,1651226
2,31,5,8,7,44,0,8,92.9,1628.74,1821006
2,23,3,8,6,44,0,3,2.9,1038.11,1745563
2,52,7,8,9,40,0,7,140.7,5769.25,1069615
2,30,5,99,9,40,0,10,28.0,2179.45,426330
2,49,6,8,7,44,0,10,20.2,1188.88,1888015
2,24,3,99,7,40,0,10,58.2,6235.31,214931
1,46,6,8,7,44,0,9,17.2,7351.48,1374861
1,51,7,9,9,36,0,6,156.9,6060.24,171315
2,64,7,99,9,40,0,10,307.5,4032.65,2201894
2,39,5,99,5,36,0,10,4.7,1002.71,1717398
1,17,2,8,6,20,0,8,9.2,526.81,476360
1,25,4,8,7,44,1,10,43.7,1875.09,54788
2,51,7,99,7,25,0,10,346.9,3600.37,393684
1,26,4,8,2,44,0,9,69.7,2210.15,1098147
2,55,7,8,9,44,0,8,20.9,3437.59,2070583
1,48,6,2,7,44,0,6,26.0,1755.45,501969
2,39,5,99,9,44,0,9,225.3,3848.18,2028284
1,22,3,8,7,44,0,5,4.6,1045.59,2125336
1,54,7,99,4,40,0,9,400.5,6185.7,14446
1,29,4,8,7,41,0,9,68.2,4707.77,1476898
1,20,3,8,6,44,0,3,5.2,1048.57,483239
1,61,7,8,6,44,0,10,63.4,363.33,36202
1,54,7,9,3,44,0,5,14.4,1259.51,1116537
1,38,5,8,5,42,0,10,127.4,3022.89,461062
2,23,3,2,7,36,0,8,6.3,1843.82,1946212
2,23,3,8,7,44,0,4,58.9,1443.67,1936875
2,43,6,4,7,44,0,8,36.8,1239.45,1907086
1,29,4,99,9,30,0,10,59.3,6774.51,721200
1,35,5,99,6,40,0,10,45.9,1587.0,484180
1,46,6,99,7,40,0,10,332.9,9151.02,2258633
1,43,6,9,7,44,0,6,14.3,3529.49,130334
2,29,4,9,7,44,1,8,11.5,1550.54,877462
1,53,7,8,6,44,0,9,120.9,2628.48,486686
1,49,6,99,5,30,0,10,191.9,2379.74,1157840
2,23,3,2,7,44,0,3,44.6,1710.05,213093
1,58,7,8,3,44,0,5,9.9,2511.72,1108470
1,36,5,8,4,44,0,2,20.9,1330.68,2220734
2,44,6,99,7,40,0,7,129.8,2728.52,1833449
2,39,5,8,7,44,0,7,25.8,1518.22,2178752
2,51,7,8,5,44,0,9,20.9,1155.23,1034523
2,26,4,8,7,44,0,5,7.8,1108.97,214152
1,31,5,9,7,44,0,7,35.3,1285.18,1539046
1,40,6,99,9,30,0,9,103.8,16902.6,701901
2,24,3,9,7,44,0,6,3.5,1498.41,870477
2,39,5,99,9,40,0,10,89.0,3574.81,300857
1,41,6,8,7,44,0,5,55.9,1301.83,1372105
1,52,7,99,2,40,0,8,233.9,1256.37,2214110
1,31,5,2,8,44,0,7,118.9,1568.47,366076
2,37,5,99,9,25,0,10,45.9,2709.52,428881
2,58,7,2,4,44,0,5,44.9,1567.04,178671
2,32,5,8,7,44,0,4,57.9,2282.88,1047468
2,34,5,8,7,44,0,3,31.9,1106.07,1922097
1,45,6,99,7,44,0,10,95.1,1599.91,2108820
1,43,6,99,4,36,0,8,214.1,1295.29,1121049
1,35,5,99,7,40,0,10,71.7,1655.14,2289170
1,44,6,99,5,30,0,6,212.2,1810.28,1178914
2,19,3,8,7,44,0,3,2.2,857.98,2177355
1,50,7,8,7,44,0,4,102.9,1791.04,1360632
2,21,3,99,9,25,0,10,15.4,3010.81,1059153
2,46,6,99,9,40,0,10,214.9,3957.98,1067322
1,56,7,4,5,36,0,9,31.9,1154.39,1159923
1,34,5,8,7,44,0,10,99.2,4241.01,647535
2,36,5,8,9,44,0,9,56.9,1899.54,919314
2,56,7,99,7,40,0,7,450.9,2277.95,832565
1,31,5,8,3,44,0,4,10.8,1299.08,1107794
1,43,6,4,7,44,0,6,17.6,4518.38,98358
2,54,7,99,9,30,0,7,13.5,6142.31,1992278
2,22,3,2,7,44,0,10,0.8,1466.39,819674
2,26,4,99,7,30,0,7,15.1,3257.72,843657
2,50,7,99,7,40,0,10,102.1,2348.79,397283
1,27,4,2,7,44,0,5,87.5,1348.57,1374962
1,40,6,2,7,40,0,8,1.4,1307.81,659272
1,69,8,8,4,44,0,4,9.9,1444.06,12598
1,49,6,8,7,44,0,8,2.2,1405.59,1575410
2,26,4,2,1,36,0,2,12.9,1048.08,752720
2,47,6,99,9,20,0,9,129.4,2311.01,2433880
2,69,8,99,9,40,0,10,418.9,4987.47,2053875
2,53,7,99,5,44,0,9,414.5,15285.85,385723
1,43,6,2,6,40,0,6,45.6,1585.12,1262855
1,30,5,2,7,44,0,3,56.3,2415.65,1425252
2,34,5,99,9,40,0,10,86.7,2338.46,1063924
2,46,6,9,9,40,0,10,1.9,3584.71,1067364
1,24,3,8,7,44,0,7,8.7,1046.69,343220
1,43,6,8,4,44,0,6,64.6,1774.64,19635
1,35,5,9,4,44,0,7,17.4,1598.67,1138570
1,26,4,8,4,44,0,9,86.6,1474.06,1125107
2,32,5,99,9,44,0,10,48.3,2639.49,435881
1,17,2,8,6,16,0,7,10.9,729.11,482495
2,33,5,8,7,44,0,3,98.9,1223.79,890175
1,39,5,8,7,44,0,7,37.9,2378.53,2316046
2,31,5,8,6,44,0,2,34.9,1257.44,192552
1,43,6,99,7,40,0,10,187.8,17896.87,96483
2,31,5,99,9,30,0,10,133.6,8872.6,420950
1,34,5,99,7,30,0,9,90.8,5544.67,340517
1,29,4,8,7,36,0,9,74.9,5912.23,1477020
1,33,5,99,9,40,0,10,130.8,20098.56,2340925
1,52,7,99,7,40,0,9,349.6,1172.03,506678
1,20,3,8,7,44,0,5,2.5,1062.22,1342852
1,33,5,8,7,44,0,6,2.2,981.64,574910
2,39,5,99,3,44,0,10,177.9,4005.78,1700354
2,37,5,9,7,44,0,3,1.8,1159.17,1886103
2,40,6,8,5,44,0,5,26.9,1164.3,1728214
1,53,7,8,2,44,0,10,286.9,1614.87,1084263
2,23,3,2,7,44,0,3,22.9,1030.07,210639
2,27,4,8,7,44,0,5,27.5,2129.81,412706
2,49,6,99,7,30,0,10,149.0,2112.67,855354
1,65,8,8,5,44,0,2,105.9,1887.43,1182403
1,44,6,8,7,44,0,7,134.2,2832.25,993207
2,32,5,8,7,44,0,8,73.6,1859.42,899606
1,63,7,99,7,40,0,10,501.9,5132.59,85064
2,32,5,2,7,44,0,2,26.9,1508.38,1844770
1,37,5,8,7,44,0,5,2.9,2092.4,1269745
1,31,5,8,7,44,0,9,2.9,1216.32,1007642
1,22,3,8,7,44,1,10,20.8,1046.87,1556587
1,26,4,99,7,40,0,10,23.4,1462.92,993295
2,49,6,99,8,40,0,10,261.9,4071.57,272984
1,48,6,2,7,44,0,6,88.9,2421.97,120976
1,46,6,8,8,44,0,6,3.6,1129.03,2136013
1,31,5,8,7,44,0,7,36.9,1567.52,141149
1,57,7,99,3,40,0,10,22.8,2000.24,984241
2,19,3,8,7,44,0,6,1.9,1129.4,199105
1,48,6,8,7,44,0,3,61.9,1076.34,2111771
2,35,5,8,7,44,0,10,8.4,1404.26,782152
1,23,3,9,7,44,0,4,33.1,1394.54,361784
2,19,3,8,1,44,0,4,4.3,1022.42,172866
2,37,5,2,6,44,1,9,19.1,937.61,1747282
1,34,5,99,11,40,0,10,117.4,12336.13,1692317
1,23,3,8,7,44,0,6,21.6,1436.7,1487989
2,33,5,99,5,40,0,10,96.8,1638.09,1730662
2,51,7,99,9,40,0,10,166.4,2918.28,934969
1,43,6,2,7,38,0,4,49.5,1983.73,660232
2,26,4,9,9,44,0,7,6.2,1278.61,434015
2,45,6,99,9,40,0,7,117.0,2893.31,2422889
2,36,5,2,9,44,0,4,3.4,1953.6,920539
1,35,5,8,7,44,0,5,169.9,1458.26,649046
1,41,6,2,7,44,0,4,0.5,585.77,609106
2,36,5,8,7,44,0,4,5.2,1372.89,839336
2,31,5,9,7,44,0,2,46.9,1037.35,842704
1,35,5,99,7,30,0,10,10.5,2418.72,1276084
2,33,5,99,7,40,0,6,18.2,1181.1,2163303
1,37,5,8,2,44,0,2,1.6,1076.38,1101253
2,59,7,99,5,40,0,10,213.3,795.91,761424
1,52,7,2,7,44,0,7,52.2,3643.66,1583650
2,39,5,8,7,44,0,6,10.7,1072.29,842658
2,35,5,8,9,33,0,6,11.4,1003.01,2048893
2,39,5,99,9,40,0,10,136.3,3359.08,299672
2,20,3,8,7,44,0,4,4.4,1070.04,856461
1,45,6,8,5,44,0,2,1.9,2076.68,2228922
1,21,3,9,7,44,0,2,4.2,1243.56,101119
1,43,6,8,5,44,0,10,22.3,1552.4,471344
1,35,5,9,5,44,0,5,8.9,1057.78,323387
1,32,5,99,7,30,0,6,46.5,1287.37,2291767
2,20,3,9,7,44,0,5,4.6,1627.13,257640
2,28,4,99,7,30,0,10,85.5,3343.46,1788012
1,26,4,8,7,44,0,5,1.1,1312.24,677398
1,52,7,8,7,42,0,10,15.1,1676.83,1569514
2,29,4,8,7,44,0,3,1.6,1978.34,812441
2,25,4,8,7,44,0,5,27.9,1598.11,2363771
2,34,5,8,7,44,0,5,61.3,1205.21,1842663
1,32,5,99,9,30,0,10,61.8,16212.54,1622983
1,21,3,9,3,44,0,2,2.4,1076.54,2218406
2,20,3,9,8,44,0,2,15.7,1103.66,271828
2,50,7,8,7,44,0,3,107.9,853.13,831632
1,23,3,8,8,44,0,9,25.0,1314.51,694387
1,25,4,8,7,44,0,6,16.4,1286.65,1456767
2,42,6,9,7,44,0,4,4.3,1876.22,263404
1,61,7,99,9,40,0,10,318.5,25944.17,2339594
1,42,6,8,7,44,0,8,139.7,2254.5,657814
1,42,6,9,4,44,0,10,68.6,2376.75,1143442
1,27,4,8,7,44,0,10,12.7,1791.79,607869
1,25,4,8,4,44,0,2,83.9,1586.89,1133567
1,37,5,8,7,44,0,3,68.7,1458.48,1488274
1,31,5,2,6,40,0,7,0.9,1114.96,1239712
2,20,3,2,7,43,0,4,12.9,2606.99,776031
1,34,5,8,7,44,0,8,18.4,2961.31,1540781
1,41,6,99,9,40,0,9,172.0,3127.45,2334120
2,46,6,99,9,30,0,8,5.6,13415.94,957159
2,28,4,99,9,44,0,10,10.9,1050.81,283059
2,40,6,99,9,30,0,10,97.3,5928.5,2052646
1,36,5,9,7,36,0,4,9.9,1249.86,64784
2,30,5,8,7,44,0,5,31.9,1784.29,2370734
1,33,5,8,7,44,0,7,38.5,1808.74,1567537
1,47,6,99,8,40,0,10,189.9,7482.11,1601759
1,40,6,8,6,44,0,5,70.9,1488.51,487548
2,71,8,9,9,40,0,10,556.9,4064.81,2445611
1,33,5,8,7,44,0,10,58.2,2051.35,598122
1,34,5,8,6,44,0,5,1.6,1415.86,2240623
1,31,5,8,4,42,0,6,10.5,1368.51,1132618
1,50,7,8,5,44,0,3,6.5,1649.35,1190648
1,20,3,8,7,42,0,10,18.6,1642.04,670949
1,41,6,99,7,30,0,10,180.1,3263.88,1291556
1,44,6,8,7,44,0,9,110.9,4313.69,1455500
1,23,3,8,7,44,0,10,52.2,1562.42,595862
1,36,5,9,7,44,0,4,3.9,1266.39,682131
2,57,7,2,9,44,0,9,5.9,1794.92,434446
1,65,8,2,4,44,0,6,292.7,907.5,2098019
2,41,6,99,9,30,0,10,227.5,6227.72,1990041
1,23,3,8,6,44,0,5,65.3,2652.91,34342
2,30,5,8,7,34,0,7,26.4,1742.23,2179058
1,23,3,2,9,44,0,8,14.5,1749.56,1026966
1,23,3,8,7,44,0,8,10.4,1580.74,677168
2,58,7,99,9,40,0,10,231.9,6262.59,1995822
2,45,6,99,9,30,0,10,9.6,5650.36,1973579
1,42,6,9,7,44,0,5,21.9,1921.86,1480192
1,35,5,99,9,30,0,10,10.9,2151.61,722336
1,35,5,8,4,44,0,7,3.9,1000.35,450585
1,41,6,8,5,44,0,10,7.5,1562.78,468659
1,34,5,9,7,44,0,2,38.9,2399.67,2314107
2,45,6,9,7,44,0,7,117.9,1394.14,399568
1,42,6,99,9,40,0,8,184.9,17036.03,2349629
2,24,3,8,9,44,0,7,4.7,1541.43,2187957
1,20,3,8,7,44,0,2,26.9,2122.3,1582676
1,31,5,8,7,44,0,8,7.2,2455.46,1509000
2,38,5,8,3,44,0,2,44.6,1057.6,1700619
1,42,6,2,7,44,0,10,13.8,1644.47,1565393
2,37,5,99,5,40,0,9,47.9,3002.2,1722095
2,29,4,8,9,44,0,8,1.3,998.81,920216
2,38,5,99,5,40,0,10,124.9,1379.28,2358185
1,20,3,8,6,44,0,7,5.7,1157.4,329183
2,31,5,99,6,36,0,8,56.8,1126.62,1744634
2,21,3,2,8,44,0,3,13.7,1170.03,273948
1,53,7,99,9,40,0,10,118.9,11511.96,376128
1,26,4,8,7,44,0,6,22.9,1291.05,657256
2,39,5,9,7,44,0,2,51.8,1061.1,1826858
2,28,4,9,7,44,0,2,13.9,967.76,193738
2,26,4,8,9,44,0,2,1.9,1309.36,926362
2,63,7,99,9,40,0,9,381.9,5954.82,2029023
2,51,7,99,9,30,0,10,330.9,6725.98,428763
2,48,6,8,7,33,0,4,102.9,5192.95,197079
2,48,6,99,9,30,0,10,217.5,1447.95,2054102
1,43,6,99,9,30,0,7,103.7,2150.22,2332562
2,45,6,99,9,20,0,10,10.9,17820.62,2044682
1,19,3,8,6,44,0,10,5.5,1030.18,475329
1,42,6,99,4,36,0,8,131.9,1131.53,1121726
1,35,5,4,7,44,0,4,26.9,2307.68,576183
1,42,6,9,7,44,0,2,32.9,1075.37,91898
1,62,7,99,9,30,0,10,334.4,2820.09,715369
1,48,6,9,7,44,0,10,59.8,1153.86,1407842
2,43,6,99,7,44,0,9,150.2,1511.7,1906902
1,45,6,2,6,44,0,4,57.9,1620.08,480354
2,53,7,99,3,40,0,10,446.4,3245.14,1699375
1,28,4,8,7,36,0,10,27.9,2077.23,1481387
1,43,6,9,7,44,0,2,3.5,1884.35,1016485
1,31,5,8,9,44,0,10,35.8,5921.09,2147080
1,27,4,9,6,38,0,7,7.4,2091.06,486191
1,29,4,8,7,44,0,8,21.9,1092.29,2106001
1,43,6,9,7,44,0,3,23.6,1786.48,2269580
2,29,4,2,8,44,0,4,29.1,1640.45,275278
2,31,5,99,6,44,0,8,10.6,952.84,1035203
2,25,4,8,7,44,0,4,3.9,1401.69,2364962
1,37,5,99,7,40,0,10,109.2,1808.26,1295100
1,39,5,8,7,44,0,2,104.9,1657.33,1464189
2,52,7,8,9,44,0,4,94.9,1379.09,2059689
2,24,3,9,7,44,0,4,2.9,1082.04,1035849
2,31,5,8,7,44,0,4,39.9,1252.48,2168023
1,31,5,8,4,44,0,9,36.9,1413.86,1150286
1,43,6,99,2,36,0,9,153.7,1736.77,1083792
1,45,6,8,4,44,0,2,59.9,1586.09,12421
1,38,5,9,7,44,1,6,95.6,1217.47,2301456
2,35,5,8,7,44,0,10,116.9,8235.95,884915
2,45,6,9,7,44,0,2,129.9,1394.42,1935107
2,27,4,9,7,44,0,6,1.4,842.9,784802
2,59,7,99,8,20,0,10,393.7,3113.42,1958201
1,56,7,8,7,40,0,7,29.8,1311.03,1298618
